name,brand,categoryId,categoryName,weight,dimensions,stockQuantity,minStockLevel,rating,reviewCount,salesCount,viewCount,isFeatured,isOnSale,isRentable,rentalPricePerDay,tags,imagesCount,competitorPrice,supplierCost,shippingCost,price
Black Diamond nature 1535,Black Diamond,8,nature,2.24,21x28x11,76,29,2.6,14,367,3303,False,True,False,0.0,"[""UV-resistant"", ""family"", ""waterproof""]",7,269.06,140.52,10.79,238.43
Coleman sport 1536,Coleman,4,sport,2.95,47x28x6,147,27,4.1,61,302,1510,False,True,False,0.0,"[""solo"", ""backpacking""]",1,0.0,89.61,13.91,201.29
Osprey indoor 1537,Osprey,5,indoor,0.55,29x33x28,22,12,4.0,3,116,1508,True,False,False,0.0,"[""ultralight""]",5,113.74,36.61,3.21,117.72
Osprey night 1538,Osprey,6,night,1.07,17x14x5,153,29,2.7,65,585,6435,False,False,False,0.0,"[""lightweight"", ""eco-friendly""]",3,74.7,33.98,7.02,80.41
Stansport outdoor 1539,Stansport,2,outdoor,1.73,34x31x18,57,14,4.3,244,381,2667,True,False,False,0.0,"[""durable""]",6,100.04,25.08,10.03,121.74
Black Diamond camp 1540,Black Diamond,3,camp,0.89,19x17x29,173,18,2.8,212,224,1792,False,False,False,0.0,"[""backpacking""]",7,454.97,171.3,9.69,422.61
The North Face nature 1541,The North Face,8,nature,0.81,17x17x28,123,11,5.0,28,228,1596,True,False,False,0.0,"[""family"", ""waterproof"", ""solo"", ""windproof""]",3,0.0,135.11,7.84,383.81
Black Diamond Tents 1542,Black Diamond,1,Tents,3.16,290x267x119,151,12,3.2,66,275,3575,False,True,False,0.0,"[""backpacking"", ""solo"", ""eco-friendly"", ""foldable""]",2,0.0,307.77,13.68,552.25
Stansport day 1543,Stansport,7,day,1.92,38x37x5,6,11,3.0,76,1050,17850,False,False,False,0.0,"[""solo""]",7,0.0,18.92,9.09,72.03
The North Face sport 1544,The North Face,4,sport,1.34,23x32x19,5,6,3.6,104,767,14573,True,False,False,0.0,"[""eco-friendly"", ""ultralight""]",1,365.19,174.03,12.13,425.69
Patagonia nature 1545,Patagonia,8,nature,1.82,23x37x5,133,30,4.4,17,329,4935,False,False,False,0.0,"[""ultralight"", ""family""]",7,272.1,147.85,8.9,350.87
Ozark Trail night 1546,Ozark Trail,6,night,0.84,46x25x10,73,9,4.4,78,276,3864,False,False,False,0.0,"[""windproof""]",6,50.88,13.07,5.76,63.31
Wakeman camp 1547,Wakeman,3,camp,1.66,25x23x20,190,22,3.4,32,219,3285,False,False,False,0.0,"[""car-camping"", ""windproof"", ""4-season""]",4,185.23,50.58,13.19,163.47
Black Diamond nature 1548,Black Diamond,8,nature,0.29,40x40x27,37,13,3.5,17,490,5390,False,False,False,0.0,"[""car-camping"", ""hiking"", ""foldable""]",2,294.42,140.99,5.31,356.18
Black Diamond day 1549,Black Diamond,7,day,0.97,42x13x8,33,28,3.7,46,97,679,True,False,False,0.0,"[""car-camping"", ""family"", ""waterproof""]",5,149.96,72.09,6.44,171.02
Patagonia indoor 1550,Patagonia,5,indoor,0.51,14x12x21,139,24,3.4,65,127,1270,True,False,False,0.0,"[""UV-resistant"", ""waterproof"", ""ultralight"", ""hiking""]",3,152.34,74.6,5.32,160.95
Stansport day 1551,Stansport,7,day,0.82,24x25x19,87,7,4.4,106,11,165,False,False,False,0.0,"[""UV-resistant"", ""windproof"", ""eco-friendly""]",5,58.99,18.05,8.1,66.94
Black Diamond Tents 1552,Black Diamond,1,Tents,5.18,276x255x182,161,9,3.2,51,122,1586,False,False,True,54.4,"[""lightweight""]",3,579.65,322.03,18.1,724.31
MSR nature 1553,MSR,8,nature,0.55,43x17x22,150,16,4.9,53,26,442,False,False,False,0.0,"[""hiking"", ""eco-friendly""]",1,341.97,117.18,9.56,348.7
Wakeman night 1554,Wakeman,6,night,1.1,26x37x29,149,29,4.1,287,218,1090,False,True,False,0.0,"[""ultralight""]",1,49.93,14.72,10.06,40.18
Coleman sport 1555,Coleman,4,sport,3.86,31x38x27,143,8,4.5,52,168,2184,False,False,False,0.0,"[""foldable"", ""compact"", ""durable""]",5,219.4,89.37,12.2,247.16
Teton Sports camp 1556,Teton Sports,3,camp,2.12,40x20x10,72,21,4.9,6,33,429,False,False,False,0.0,"[""windproof"", ""hiking"", ""4-season""]",1,170.56,51.51,13.85,173.46
Patagonia Tents 1557,Patagonia,1,Tents,5.27,252x204x170,165,12,3.5,17,210,1470,False,False,True,54.4,"[""windproof""]",3,652.5,331.99,19.17,734.11
Coleman day 1558,Coleman,7,day,1.72,49x19x25,183,25,4.8,117,19,380,True,False,False,0.0,"[""4-season""]",6,0.0,34.55,8.9,120.37
Marmot nature 1559,Marmot,8,nature,2.38,50x37x30,10,12,4.9,2,16,192,False,False,False,0.0,"[""compact"", ""foldable""]",6,212.49,79.58,8.7,215.53
MSR night 1560,MSR,6,night,0.85,18x23x15,163,17,4.5,143,37,407,False,True,False,0.0,"[""compact""]",5,153.31,57.11,6.32,114.45
Stansport nature 1561,Stansport,8,nature,2.24,48x18x7,87,28,3.7,148,91,637,False,True,False,0.0,"[""compact""]",1,0.0,38.14,14.3,102.39
Stansport nature 1562,Stansport,8,nature,1.32,46x24x16,106,30,3.9,43,12,96,True,False,False,0.0,"[""waterproof"", ""eco-friendly""]",5,116.98,30.85,6.35,136.08
Stansport camp 1563,Stansport,3,camp,5.54,41x24x5,54,6,4.4,67,121,2420,False,False,False,0.0,"[""family"", ""car-camping"", ""compact"", ""foldable""]",8,159.74,51.83,24.61,160.03
Wakeman outdoor 1564,Wakeman,2,outdoor,1.98,35x23x28,44,5,2.9,30,33,396,False,True,True,7.44,"[""durable"", ""UV-resistant"", ""waterproof"", ""windproof""]",3,84.45,30.17,11.55,70.44
Quechua day 1565,Quechua,7,day,1.33,10x36x5,140,11,4.8,116,1016,11176,False,False,False,0.0,"[""lightweight"", ""eco-friendly""]",8,113.82,38.24,6.01,133.56
Stansport Tents 1566,Stansport,1,Tents,1.9,263x158x173,114,21,4.0,280,600,3000,True,False,False,0.0,"[""4-season"", ""waterproof""]",4,284.91,79.52,10.21,337.13
Ozark Trail indoor 1567,Ozark Trail,5,indoor,1.47,40x35x14,172,26,3.2,26,298,2682,False,False,False,0.0,"[""windproof""]",5,64.08,19.59,12.35,70.55
Marmot night 1568,Marmot,6,night,0.49,12x16x14,109,15,3.3,48,197,1773,False,False,False,0.0,"[""backpacking"", ""durable"", ""solo"", ""waterproof""]",3,84.41,32.89,6.25,81.49
The North Face camp 1569,The North Face,3,camp,1.19,10x29x27,101,29,3.0,30,775,7750,False,False,True,33.28,"[""backpacking"", ""ultralight"", ""windproof""]",1,492.36,200.86,10.79,507.2
Coleman nature 1570,Coleman,8,nature,1.41,31x32x22,187,11,4.4,4,199,1194,False,False,False,0.0,"[""4-season""]",8,188.24,66.99,7.57,208.32
The North Face Tents 1571,The North Face,1,Tents,7.55,245x252x120,53,29,4.3,63,86,1376,False,False,False,0.0,"[""4-season"", ""car-camping""]",4,0.0,277.92,22.15,792.87
MSR nature 1572,MSR,8,nature,2.3,47x19x9,127,25,4.7,33,573,6876,False,True,False,0.0,"[""waterproof""]",4,337.02,121.53,10.47,312.8
The North Face indoor 1573,The North Face,5,indoor,1.79,50x34x7,2,9,3.0,8,4,76,False,True,False,0.0,"[""car-camping"", ""family""]",6,0.0,70.36,8.89,158.09
Ozark Trail nature 1574,Ozark Trail,8,nature,1.86,36x28x26,68,17,4.1,265,141,705,False,False,False,0.0,"[""backpacking""]",1,0.0,36.31,9.41,119.59
Coleman day 1575,Coleman,7,day,0.37,11x20x11,78,27,3.4,91,808,12928,False,False,False,0.0,"[""hiking"", ""family""]",3,112.06,38.32,6.28,122.83
Black Diamond nature 1576,Black Diamond,8,nature,0.94,49x39x24,133,19,4.1,68,40,720,False,False,False,0.0,"[""durable"", ""backpacking""]",4,310.88,151.64,7.74,343.93
Patagonia sport 1577,Patagonia,4,sport,1.68,31x10x17,60,18,4.2,41,635,3175,False,False,False,0.0,"[""4-season""]",7,386.24,158.59,12.57,422.58
Wakeman day 1578,Wakeman,7,day,0.67,32x33x24,103,7,4.2,83,688,4128,False,False,False,0.0,"[""ultralight"", ""4-season"", ""car-camping"", ""durable""]",1,68.51,18.43,4.92,71.95
Ozark Trail sport 1579,Ozark Trail,4,sport,0.87,36x17x24,37,24,3.3,29,67,938,False,False,False,0.0,"[""family"", ""ultralight"", ""durable"", ""compact""]",5,0.0,36.67,6.69,136.0
Teton Sports night 1580,Teton Sports,6,night,1.14,41x16x6,142,6,3.2,191,428,4708,False,False,False,0.0,"[""car-camping""]",3,42.05,14.03,8.68,46.72
The North Face outdoor 1581,The North Face,2,outdoor,2.92,23x19x21,52,19,4.2,16,423,8037,False,False,False,0.0,"[""4-season"", ""foldable""]",5,271.95,106.61,13.43,303.12
Teton Sports sport 1582,Teton Sports,4,sport,2.45,38x16x28,170,9,4.9,51,76,1368,False,False,False,0.0,"[""foldable""]",7,142.16,33.28,9.02,144.95
Coleman indoor 1583,Coleman,5,indoor,1.29,37x35x6,198,30,4.8,31,189,3591,False,False,False,0.0,"[""backpacking""]",1,126.72,37.15,7.29,128.08
Osprey sport 1584,Osprey,4,sport,2.73,36x23x23,74,14,2.7,12,1253,22554,False,False,False,0.0,"[""foldable"", ""family""]",5,239.28,78.41,11.92,250.52
Black Diamond nature 1585,Black Diamond,8,nature,0.36,31x22x18,138,16,4.2,18,439,5268,False,False,False,0.0,"[""compact""]",2,349.33,144.03,7.45,346.45
Osprey sport 1586,Osprey,4,sport,2.26,49x16x21,189,6,3.9,44,250,3500,False,True,False,0.0,"[""waterproof"", ""durable"", ""hiking""]",7,244.1,87.92,13.52,213.61
Stansport camp 1587,Stansport,3,camp,5.06,24x21x13,61,21,3.3,173,27,243,True,False,False,0.0,"[""family"", ""eco-friendly""]",7,147.08,45.25,17.22,160.35
MSR night 1588,MSR,6,night,1.25,34x23x5,26,14,5.0,61,733,7330,False,False,False,0.0,"[""hiking"", ""durable"", ""family""]",1,123.59,57.68,7.16,165.15
Osprey sport 1589,Osprey,4,sport,2.46,46x36x26,70,17,3.5,11,821,15599,False,False,False,0.0,"[""waterproof"", ""eco-friendly"", ""ultralight""]",6,191.46,85.55,12.58,235.02
Ozark Trail night 1590,Ozark Trail,6,night,0.16,36x32x27,163,26,4.5,111,850,5950,False,False,False,0.0,"[""windproof"", ""car-camping""]",7,44.44,15.82,5.41,54.21
Patagonia Tents 1591,Patagonia,1,Tents,5.31,223x225x145,80,19,4.5,222,96,1440,False,False,True,54.4,"[""lightweight""]",2,813.98,332.2,19.82,843.49
Quechua outdoor 1592,Quechua,2,outdoor,1.86,32x20x8,191,23,3.9,32,362,6154,False,False,False,0.0,"[""UV-resistant""]",2,171.03,63.68,10.7,181.28
Teton Sports sport 1593,Teton Sports,4,sport,2.12,45x39x27,20,30,3.5,107,19,361,False,False,False,0.0,"[""foldable"", ""4-season""]",6,116.31,38.5,11.31,125.35
Osprey Tents 1594,Osprey,1,Tents,2.85,298x217x105,153,26,4.8,39,99,792,False,True,False,0.0,"[""durable""]",1,504.31,144.08,12.3,468.58
Osprey sport 1595,Osprey,4,sport,1.59,18x33x6,120,25,4.7,300,142,994,False,False,False,0.0,"[""UV-resistant"", ""hiking""]",4,190.74,73.23,9.06,243.37
Marmot Tents 1596,Marmot,1,Tents,2.22,290x208x186,18,24,4.0,129,171,2736,False,False,True,34.0,"[""windproof"", ""compact""]",4,495.01,164.13,9.4,475.98
The North Face sport 1597,The North Face,4,sport,2.13,48x23x22,149,26,3.0,236,74,1184,False,False,False,0.0,"[""windproof"", ""compact"", ""solo""]",2,306.25,165.05,8.35,340.14
Teton Sports Tents 1598,Teton Sports,1,Tents,3.37,300x220x199,146,8,4.3,31,423,3384,False,False,True,20.4,"[""waterproof"", ""car-camping"", ""lightweight"", ""hiking""]",1,291.95,65.73,8.55,324.81
Coleman indoor 1599,Coleman,5,indoor,1.41,26x18x23,10,16,4.4,47,406,7308,False,False,False,0.0,"[""hiking"", ""durable"", ""solo""]",1,123.01,40.84,4.63,117.63
The North Face day 1600,The North Face,7,day,1.42,41x18x9,128,24,4.0,20,18,270,True,False,False,0.0,"[""durable"", ""compact"", ""waterproof""]",5,183.03,74.62,7.69,186.46
Coleman outdoor 1601,Coleman,2,outdoor,1.99,34x29x7,74,24,2.9,14,131,655,False,False,False,0.0,"[""backpacking"", ""hiking"", ""eco-friendly""]",6,165.77,66.1,10.79,145.05
The North Face sport 1602,The North Face,4,sport,1.78,34x14x24,126,30,2.7,40,17,238,True,False,False,0.0,"[""durable"", ""waterproof"", ""4-season""]",8,0.0,153.38,9.99,370.67
Patagonia day 1603,Patagonia,7,day,0.86,36x25x25,99,6,2.8,13,273,4641,True,False,False,0.0,"[""UV-resistant"", ""car-camping"", ""durable"", ""compact""]",2,190.31,64.44,7.2,187.15
Quechua day 1604,Quechua,7,day,0.19,19x20x9,190,13,3.4,87,163,3260,False,False,False,0.0,"[""lightweight"", ""foldable""]",3,0.0,34.67,8.03,107.78
Quechua sport 1605,Quechua,4,sport,3.4,19x10x25,8,16,2.9,56,2,34,True,False,False,0.0,"[""windproof"", ""waterproof"", ""solo""]",4,196.28,89.98,11.54,233.57
Black Diamond night 1606,Black Diamond,6,night,1.39,17x10x24,184,7,4.4,94,324,3564,True,False,False,0.0,"[""4-season"", ""UV-resistant""]",3,138.54,49.25,10.76,152.11
Coleman indoor 1607,Coleman,5,indoor,1.83,22x31x25,185,19,4.7,309,163,1956,True,False,False,0.0,"[""car-camping"", ""ultralight"", ""family"", ""foldable""]",8,0.0,42.57,10.19,129.84
Stansport camp 1608,Stansport,3,camp,3.42,16x30x5,193,6,4.7,55,722,4332,True,False,False,0.0,"[""car-camping""]",7,169.81,42.98,12.35,206.19
Coleman camp 1609,Coleman,3,camp,4.93,23x34x27,88,14,2.9,127,599,10782,False,False,False,0.0,"[""windproof"", ""4-season"", ""hiking""]",3,309.49,108.01,18.26,319.19
Stansport sport 1610,Stansport,4,sport,3.07,31x11x12,160,13,4.4,48,193,3860,True,False,False,0.0,"[""car-camping"", ""waterproof""]",6,130.69,34.38,10.54,151.6
Black Diamond night 1611,Black Diamond,6,night,1.48,29x20x27,130,27,3.9,95,26,260,False,True,False,0.0,"[""car-camping"", ""UV-resistant""]",8,110.78,56.59,7.9,115.67
Stansport outdoor 1612,Stansport,2,outdoor,2.48,16x31x25,160,6,4.2,158,196,1176,False,False,False,0.0,"[""hiking"", ""4-season""]",8,91.14,29.71,9.81,101.93
Stansport indoor 1613,Stansport,5,indoor,0.11,48x22x14,65,16,4.7,43,630,4410,False,False,False,0.0,"[""durable"", ""eco-friendly""]",8,61.28,21.2,4.49,73.29
Coleman indoor 1614,Coleman,5,indoor,1.01,20x29x18,17,24,4.8,18,525,5775,False,False,False,0.0,"[""eco-friendly"", ""durable"", ""backpacking""]",8,100.52,44.66,7.07,121.21
Patagonia Tents 1615,Patagonia,1,Tents,3.46,267x279x111,191,20,2.6,285,215,1290,False,False,True,54.4,"[""compact"", ""lightweight"", ""foldable"", ""car-camping""]",7,771.67,315.15,13.98,715.08
Stansport Tents 1616,Stansport,1,Tents,3.16,226x204x115,29,10,5.0,27,190,1710,False,False,False,0.0,"[""UV-resistant""]",3,297.34,75.5,14.24,297.55
Black Diamond camp 1617,Black Diamond,3,camp,2.09,45x24x14,67,19,4.7,17,41,615,False,False,False,0.0,"[""eco-friendly"", ""hiking""]",8,0.0,170.73,7.5,495.36
Coleman nature 1618,Coleman,8,nature,2.99,19x13x10,56,30,2.5,28,454,2270,False,False,False,0.0,"[""foldable"", ""4-season"", ""windproof"", ""car-camping""]",3,0.0,75.83,8.91,178.78
Teton Sports outdoor 1619,Teton Sports,2,outdoor,1.71,10x39x14,128,28,4.6,14,121,1331,False,False,True,7.44,"[""ultralight"", ""windproof""]",6,86.06,25.9,8.63,100.22
Teton Sports day 1620,Teton Sports,7,day,0.16,27x28x22,102,7,2.9,224,126,756,False,False,False,0.0,"[""ultralight"", ""solo"", ""car-camping""]",2,59.11,17.61,3.74,62.55
Marmot indoor 1621,Marmot,5,indoor,0.84,43x13x7,66,27,3.4,15,665,5985,False,True,False,0.0,"[""eco-friendly"", ""hiking""]",7,92.09,37.6,4.73,92.49
Teton Sports night 1622,Teton Sports,6,night,0.98,23x34x18,188,11,3.4,49,371,5936,False,False,False,0.0,"[""UV-resistant"", ""lightweight""]",7,49.19,13.85,6.3,52.73
Teton Sports night 1623,Teton Sports,6,night,0.77,48x12x23,102,16,3.7,26,61,1220,False,False,False,0.0,"[""lightweight"", ""backpacking"", ""family""]",4,44.3,13.82,8.21,47.95
Ozark Trail Tents 1624,Ozark Trail,1,Tents,2.8,212x169x110,45,12,4.1,3,6,84,False,False,True,20.4,"[""waterproof""]",2,249.18,78.95,12.95,262.75
Coleman night 1625,Coleman,6,night,0.68,10x37x28,78,21,3.8,50,279,1395,False,False,False,0.0,"[""lightweight""]",7,84.38,28.13,8.41,89.81
Marmot outdoor 1626,Marmot,2,outdoor,2.94,49x40x23,117,17,4.4,44,8,104,False,True,False,0.0,"[""ultralight"", ""car-camping"", ""compact"", ""waterproof""]",8,0.0,61.7,10.3,142.11
Marmot sport 1627,Marmot,4,sport,3.26,38x15x13,149,16,3.6,45,230,1380,False,True,False,0.0,"[""car-camping"", ""eco-friendly"", ""hiking""]",8,195.8,88.11,12.47,189.3
Wakeman outdoor 1628,Wakeman,2,outdoor,2.33,39x31x20,92,11,4.6,51,147,2352,False,False,True,7.44,"[""windproof""]",3,101.11,27.81,6.22,111.74
The North Face day 1629,The North Face,7,day,1.41,22x40x16,130,21,4.5,209,981,17658,False,False,False,0.0,"[""compact"", ""durable"", ""backpacking""]",7,197.36,83.93,8.57,199.79
Teton Sports nature 1630,Teton Sports,8,nature,1.35,48x22x30,178,30,3.2,56,180,1980,False,False,False,0.0,"[""compact"", ""hiking"", ""eco-friendly"", ""solo""]",5,113.39,31.02,6.37,117.21
Ozark Trail night 1631,Ozark Trail,6,night,0.99,38x39x13,98,15,3.6,26,98,1666,False,False,False,0.0,"[""family"", ""windproof""]",1,0.0,16.44,7.05,48.49
Coleman camp 1632,Coleman,3,camp,3.58,32x18x22,61,6,2.6,41,2015,32240,False,True,False,0.0,"[""solo"", ""waterproof"", ""ultralight""]",8,300.94,92.07,16.47,262.04
Quechua Tents 1633,Quechua,1,Tents,2.73,235x157x160,50,12,3.1,6,50,550,False,False,False,0.0,"[""foldable""]",8,506.43,172.24,9.2,440.57
The North Face sport 1634,The North Face,4,sport,1.73,43x17x22,22,19,4.9,46,214,2782,False,False,False,0.0,"[""hiking"", ""solo""]",7,304.84,139.78,9.56,364.42
Black Diamond sport 1635,Black Diamond,4,sport,2.86,18x38x20,119,11,4.7,7,108,1836,False,False,False,0.0,"[""windproof"", ""UV-resistant""]",8,296.9,177.92,14.11,347.78
Patagonia indoor 1636,Patagonia,5,indoor,1.19,17x31x24,200,15,3.3,271,868,7812,True,False,False,0.0,"[""waterproof"", ""backpacking"", ""eco-friendly"", ""car-camping""]",2,184.02,84.79,9.21,215.4
Coleman day 1637,Coleman,7,day,1.3,30x24x25,151,16,4.9,192,1,13,False,False,False,0.0,"[""lightweight"", ""family"", ""windproof"", ""ultralight""]",5,0.0,36.34,5.88,109.74
Ozark Trail nature 1638,Ozark Trail,8,nature,2.07,37x34x20,5,6,4.0,133,889,13335,False,False,False,0.0,"[""windproof"", ""car-camping"", ""backpacking"", ""solo""]",8,112.51,35.98,10.41,132.89
Wakeman outdoor 1639,Wakeman,2,outdoor,2.78,23x39x12,40,20,4.6,1,89,712,False,False,False,0.0,"[""compact"", ""lightweight"", ""foldable""]",7,87.3,30.94,10.1,103.75
The North Face nature 1640,The North Face,8,nature,1.96,39x26x11,125,29,3.3,47,354,1770,False,False,False,0.0,"[""family"", ""waterproof"", ""backpacking"", ""windproof""]",5,0.0,143.34,10.43,329.83
Ozark Trail nature 1641,Ozark Trail,8,nature,2.35,28x38x13,2,24,4.3,60,156,1716,False,False,False,0.0,"[""windproof""]",3,121.16,32.92,12.76,113.55
MSR nature 1642,MSR,8,nature,2.63,37x25x28,48,21,3.8,14,1137,5685,True,False,False,0.0,"[""ultralight"", ""foldable"", ""lightweight""]",6,0.0,133.44,14.83,405.78
Coleman indoor 1643,Coleman,5,indoor,0.7,31x14x18,141,24,5.0,73,77,462,False,False,False,0.0,"[""compact"", ""solo"", ""hiking"", ""waterproof""]",1,114.91,43.82,4.55,130.36
Stansport outdoor 1644,Stansport,2,outdoor,2.01,32x18x5,166,12,3.4,62,356,3916,True,True,False,0.0,"[""solo"", ""windproof""]",1,108.07,27.08,5.93,97.95
Teton Sports nature 1645,Teton Sports,8,nature,0.37,30x10x5,90,14,4.1,75,139,1112,False,False,False,0.0,"[""ultralight"", ""lightweight"", ""car-camping""]",3,100.02,30.1,8.44,116.94
Patagonia sport 1646,Patagonia,4,sport,3.46,25x39x6,179,16,4.2,118,56,504,True,False,False,0.0,"[""durable""]",5,397.69,174.92,13.52,368.3
Stansport indoor 1647,Stansport,5,indoor,0.95,25x26x8,113,16,3.6,45,456,7296,False,False,False,0.0,"[""compact"", ""UV-resistant"", ""solo""]",2,73.59,17.64,10.61,69.36
Osprey camp 1648,Osprey,3,camp,5.19,43x35x21,195,26,2.9,52,473,5203,False,True,False,0.0,"[""compact"", ""backpacking"", ""UV-resistant""]",2,300.24,101.38,19.39,212.31
Quechua night 1649,Quechua,6,night,0.69,28x26x22,13,14,4.0,132,81,972,False,True,False,0.0,"[""hiking"", ""lightweight"", ""compact"", ""solo""]",2,88.77,32.47,6.15,69.22
Stansport night 1650,Stansport,6,night,0.51,48x32x30,167,29,2.6,20,210,1890,False,False,False,0.0,"[""solo"", ""eco-friendly"", ""UV-resistant""]",4,0.0,13.27,5.77,48.81
Quechua night 1651,Quechua,6,night,1.03,46x37x10,15,16,3.8,47,1023,7161,False,False,False,0.0,"[""UV-resistant"", ""backpacking"", ""family"", ""solo""]",5,80.66,29.91,6.94,106.51
MSR outdoor 1652,MSR,2,outdoor,0.82,28x27x14,37,23,3.0,67,597,11343,False,False,False,0.0,"[""UV-resistant"", ""solo"", ""durable""]",7,235.54,114.82,4.34,267.77
Coleman nature 1653,Coleman,8,nature,1.78,38x23x19,111,13,4.8,161,262,2096,False,True,False,0.0,"[""solo"", ""waterproof""]",1,180.82,76.38,9.95,176.74
Coleman day 1654,Coleman,7,day,1.39,50x16x13,198,8,2.8,101,139,1251,False,False,False,0.0,"[""foldable""]",8,102.77,38.67,5.01,104.68
The North Face Tents 1655,The North Face,1,Tents,5.55,271x204x126,86,16,3.3,40,605,9680,False,False,True,54.4,"[""hiking""]",8,0.0,290.96,25.09,745.93
Marmot day 1656,Marmot,7,day,1.51,40x27x15,194,29,3.8,22,1020,16320,True,False,False,0.0,"[""lightweight"", ""solo"", ""windproof"", ""compact""]",3,96.63,35.01,10.34,132.71
Wakeman outdoor 1657,Wakeman,2,outdoor,0.23,46x40x21,149,21,4.3,271,175,3325,False,False,True,7.44,"[""car-camping""]",6,101.18,31.57,4.11,103.21
Patagonia Tents 1658,Patagonia,1,Tents,3.9,293x210x190,195,11,2.6,30,224,3584,False,False,True,54.4,"[""compact"", ""UV-resistant""]",7,723.44,278.88,10.63,659.29
Osprey sport 1659,Osprey,4,sport,2.31,44x29x11,0,21,4.0,106,15,150,False,False,False,0.0,"[""car-camping""]",5,0.0,85.04,13.52,243.72
Osprey indoor 1660,Osprey,5,indoor,1.52,28x15x28,197,29,3.8,4,146,2628,False,False,False,0.0,"[""4-season""]",7,100.13,38.07,7.65,104.8
Coleman day 1661,Coleman,7,day,1.71,25x24x24,186,30,3.7,54,116,1044,False,False,False,0.0,"[""durable"", ""windproof"", ""hiking"", ""eco-friendly""]",6,95.37,37.0,7.95,102.2
Wakeman outdoor 1662,Wakeman,2,outdoor,0.59,23x35x23,113,24,4.2,17,111,2220,False,False,False,0.0,"[""hiking"", ""windproof"", ""durable""]",6,0.0,26.96,3.94,103.84
Patagonia sport 1663,Patagonia,4,sport,1.03,45x40x23,111,30,4.5,47,257,3855,False,False,False,0.0,"[""windproof""]",7,362.63,144.54,9.24,399.49
Teton Sports indoor 1664,Teton Sports,5,indoor,1.92,50x38x25,170,9,3.5,327,82,1476,False,False,False,0.0,"[""ultralight"", ""compact""]",5,72.47,17.15,9.76,73.49
Ozark Trail day 1665,Ozark Trail,7,day,1.02,30x25x21,13,12,3.7,74,27,270,False,False,False,0.0,"[""backpacking"", ""family"", ""foldable"", ""car-camping""]",1,54.97,19.23,9.97,66.39
Quechua indoor 1666,Quechua,5,indoor,1.38,42x22x22,175,26,3.3,90,19,323,False,False,False,0.0,"[""windproof"", ""eco-friendly"", ""backpacking""]",1,0.0,40.23,10.09,118.84
Quechua Tents 1667,Quechua,1,Tents,5.65,247x255x113,101,13,3.3,18,552,4968,False,False,False,0.0,"[""backpacking"", ""waterproof""]",7,0.0,182.85,19.27,497.88
Black Diamond night 1668,Black Diamond,6,night,0.22,30x12x25,45,23,4.7,2,557,7241,True,False,False,0.0,"[""waterproof"", ""ultralight""]",2,147.57,60.8,4.02,150.95
Wakeman night 1669,Wakeman,6,night,0.43,21x32x23,87,21,4.9,11,919,4595,False,False,False,0.0,"[""UV-resistant"", ""4-season""]",8,51.32,13.61,5.29,60.58
Marmot day 1670,Marmot,7,day,1.41,42x29x7,47,28,4.3,6,66,726,False,False,False,0.0,"[""UV-resistant""]",8,89.31,34.49,6.15,115.58
The North Face Tents 1671,The North Face,1,Tents,6.95,216x271x102,154,27,3.4,62,40,360,True,False,False,0.0,"[""solo""]",3,664.12,331.57,28.67,664.24
Teton Sports night 1672,Teton Sports,6,night,1.36,33x13x12,28,6,4.1,27,81,648,False,False,False,0.0,"[""backpacking"", ""foldable"", ""windproof"", ""eco-friendly""]",7,0.0,14.42,6.44,51.95
The North Face outdoor 1673,The North Face,2,outdoor,1.08,12x19x12,35,7,4.0,97,73,657,True,False,False,0.0,"[""windproof"", ""4-season""]",3,0.0,126.19,6.06,265.85
Coleman nature 1674,Coleman,8,nature,1.31,36x34x9,45,13,3.1,36,148,1036,False,False,False,0.0,"[""solo"", ""car-camping"", ""waterproof""]",8,0.0,60.67,6.96,185.95
Quechua night 1675,Quechua,6,night,1.04,10x38x16,116,28,3.3,5,114,2052,False,False,False,0.0,"[""waterproof""]",7,88.27,29.54,9.9,88.25
The North Face nature 1676,The North Face,8,nature,0.4,33x35x30,81,11,3.6,24,211,1055,False,True,False,0.0,"[""eco-friendly"", ""4-season""]",4,341.68,120.33,3.71,301.83
The North Face sport 1677,The North Face,4,sport,2.89,16x32x21,69,12,4.1,149,133,2128,False,False,False,0.0,"[""durable"", ""family"", ""ultralight"", ""4-season""]",1,299.15,176.55,13.88,365.58
Coleman camp 1678,Coleman,3,camp,4.26,29x27x21,105,6,2.9,92,112,1456,False,False,False,0.0,"[""solo""]",6,227.26,105.89,14.13,254.72
The North Face outdoor 1679,The North Face,2,outdoor,2.94,13x10x23,72,22,4.0,0,157,1727,False,False,True,19.84,"[""ultralight"", ""backpacking"", ""foldable""]",5,242.77,101.66,9.7,261.73
Marmot outdoor 1680,Marmot,2,outdoor,0.53,49x15x22,59,26,4.4,31,354,4602,False,False,False,0.0,"[""solo"", ""foldable""]",4,135.09,63.96,8.61,163.25
Wakeman sport 1681,Wakeman,4,sport,2.29,25x40x27,23,29,4.5,133,104,2080,False,False,False,0.0,"[""backpacking""]",4,111.31,37.31,8.2,143.71
Stansport Tents 1682,Stansport,1,Tents,2.05,236x277x103,175,21,2.7,47,389,2334,False,False,False,0.0,"[""UV-resistant"", ""hiking""]",5,223.32,73.71,9.36,263.45
